configuration,model,dataset,population,recorded_dev_f1_100,question_count,status,accepted,native_llm_tokens_m,native_embedding_tokens_m,mean_question_e2e_seconds,usage_status,result_path,result_sha256
s_parent_joint_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,59.0149109405656,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_parent_joint_2000_dev_items.json,50665c8bcc41dacef0dd05139c4bf1c38d0896326890779cf80e98e1b45e4df6
s_parent_single_verified_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.036452890678966,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_parent_single_verified_2000_dev_items.json,7dc8d28615c7830c48cfb77512541258b03132ef322723a5f95dfa83a3fecf1a
s_parent_joint_verified_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.86411728977194,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_parent_joint_verified_2000_dev_items.json,9598066deea2c212f70d6e221b4a3d23d65d73b1507dffe540982a3b2e08f708
s_raw_single_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.714696134864205,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_raw_single_4000_dev_items.json,486ae468422973a133437a3b816d715450e208256f9bdb306ba0686171b0ff50
s_raw_joint_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.886653806821876,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_raw_joint_4000_dev_items.json,0f27a4ab1a70a91099bd4f29ab1b48f494c78b23cb053422dfdb6bedae7a0547
s_raw_joint_verified_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.714696134864205,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_raw_joint_verified_4000_dev_items.json,69efb76f0c76e157291cac5fac3285731be388dca6a5c2fb0e47d4e06240daf2
s_parent_single_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,58.016339683402165,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_parent_single_4000_dev_items.json,bf7dcf08999a86211977d0e51de25bda7c56c60f5ad8f980d17372b994eaa6cc
s_parent_joint_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,58.016339683402165,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_parent_joint_4000_dev_items.json,63cb7d7cd76076b1342947b4f9d9fe4a8067f9e721387de8f36f1c6c2f6872db
s_parent_single_verified_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,58.08949648235362,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_parent_single_verified_4000_dev_items.json,19e11fb5cfdcc3a7f219b2b7dcd59843abfdbb88a913589cdfba20d82b50682d
s_parent_joint_verified_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,58.137115529972675,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/parent_evidence_v1/s_parent_joint_verified_4000_dev_items.json,f9d99ef993b2512b89ab8d4eed6d5396313c663a226924acf32718b08e82d7c7
t_source_selected,Qwen/Qwen3-8B,LoCoMo,historical_dev70,59.12745079451328,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/retrieval_contract_v1/t_source_selected_dev_items.json,7f4a17f65666601638fd1fd7dfa5e3aa182b3f524a1f7634da6b0c54ccedb7da
v_crossview_selected,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.661858760598264,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/crossview_refinement_v1/v_crossview_selected_dev_items.json,5f668192891b0cb6f4aa7fe6569d5e1101d088adc4ea3fdf3febd3d6f4b86b6d
w_best_payload,Qwen/Qwen3-8B,LoCoMo,historical_dev70,58.620301618490544,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_best_payload_dev_items.json,c50b20c3789a69a4c554f0d5ecebf322b5b71db0e7bc910cdfc03ac57b2c2359
w_best_union,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.94612787178252,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_best_union_dev_items.json,551c4a2607951d780f6c17cc5b566ac5ba903d0fecb151faaaa2da877f83e2bd
w_best_cues,Qwen/Qwen3-8B,LoCoMo,historical_dev70,58.039684834797626,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_best_cues_dev_items.json,1caf08cafab820f647b80d89d5e73afea6e522365b46cf4d377c35dd41ecb341
w_q0_payload,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.65469315288209,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_q0_payload_dev_items.json,ee9123186460b9e207f00f3c087664b324bf6eb254c95a52499d71248f7dd162
w_q0_union,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.422318347973,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_q0_union_dev_items.json,5708049d2860c7aa73be4da941bc24055abb17138fbcd3896949c230578ac0a0
w_q0_cues,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.07866306508157,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_q0_cues_dev_items.json,3e61c3650096c1b70b3ac12c0be6021e344dbcd14a49d5c39a1ace4e1d129d1e
w_view_payload,Qwen/Qwen3-8B,LoCoMo,historical_dev70,58.38220638039532,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_view_payload_dev_items.json,02d6dd592bfbe554dd89d2de0ff18b61f4330bdaa895955e4cbd562bfcbfe0dc
w_view_union,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.743372106807875,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_view_union_dev_items.json,7bb41f9a240f7fd44ecc0a62991ea5407b5f542b56e7a799b239aa0d2f8beb7f
w_view_cues,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.688439415791336,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_refinement_v1/w_view_cues_dev_items.json,82fa8f837a527742440f0dece64eadab2f2cd236f6759605e9d7a09311153c3d
x_literal_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.612196278452444,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/contrastive_events_v1/x_literal_2000_dev_items.json,0ad726de2d2fb3b672eeeab1b14a6f32e792731147540402d11bbc846f0a8c4a
x_contrastive_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,58.644205843412024,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/contrastive_events_v1/x_contrastive_2000_dev_items.json,6c4eb80750bc0b4cec577cfcd4538b2efe7e3d36c4795527fb3b8fdb84b9528b
x_literal_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.95855362480978,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/contrastive_events_v1/x_literal_4000_dev_items.json,bc995b1d679a8e0b3728ba144d8a1dcddd69517af4801a2828317cfe65d0b684
x_contrastive_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.691824891031075,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/contrastive_events_v1/x_contrastive_4000_dev_items.json,04646dbe133b43238d7bad683a08e61aae9a2614b08c26875abc4c06f7f9aea3
y_radius_003,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.77097233948414,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/source_index_v1/y_radius_003_dev_items.json,af403027544abfcdd247e78efb26ab469f3446448c3806bc0951c36aca935f00
y_radius_010,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.34955232155761,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/source_index_v1/y_radius_010_dev_items.json,4e8d2b433b60558dc382a158bfe8066c80104f9c82c8ad88f57af6803e6cf920
y_radius_030,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.67315259437108,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/source_index_v1/y_radius_030_dev_items.json,48fd2ad372a84e96012593dbfac4f2343f2d866fe0b6d492b7249989f6dcd94b
z_within_010,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.12337530194673,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/transfer_index_v1/z_within_010_dev_items.json,4f2bf1b3ae1d3177bcadb232f4ca06ff084839efc3783fa29ecb45200d751d8f
z_transfer_010,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.63650336018756,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/transfer_index_v1/z_transfer_010_dev_items.json,d682a5fcb509a73435285ad7c992ea938dad03f865189253a55d0a6261d3a8b3
z_within_030,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.74218207300914,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/transfer_index_v1/z_within_030_dev_items.json,96851d4de62e266af94e8f3f2aeddfe382304c0871406fbae2639100b4abe9ce
z_transfer_030,Qwen/Qwen3-8B,LoCoMo,historical_dev70,53.29468061087872,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/transfer_index_v1/z_transfer_030_dev_items.json,554459729220c4eba43a265298917f34498a419edc713cff3a5dfd4f6599d387
aa_raw,Qwen/Qwen3-8B,LoCoMo,historical_dev70,52.733618142146256,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/provenance_payload_v2/aa_raw_dev_items.json,a0a39bf0ed83be95a255c7aeac736128abc6f90dcf8288a2b39369908dc21c52
aa_normalized,Qwen/Qwen3-8B,LoCoMo,historical_dev70,48.24186060019088,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/provenance_payload_v2/aa_normalized_dev_items.json,c5b7e40b2fd9ed7a9dd1e46b632c6cc0d48bfbf092a91d682e5df7713ac64dcc
aa_supported,Qwen/Qwen3-8B,LoCoMo,historical_dev70,48.03497784708964,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/provenance_payload_v2/aa_supported_dev_items.json,50d80f1e07a8f1e30b5a85a914bcc46fd5e85ac02a1ecba66e54e5ac9f6781ad
aa_dependent,Qwen/Qwen3-8B,LoCoMo,historical_dev70,48.30937933521871,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/provenance_payload_v2/aa_dependent_dev_items.json,efc94ee701191b9e934de311ff0f6c0fe4fadcf181194ace6a7f4756699f4980
ab_supported_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.46250403947448,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/coverage_routes_v1/ab_supported_2000_dev_items.json,f947517a2eede5ed10220d7c1c7e6749a939dbd8e9d911fd8c25c5aeeff1707f
ab_dependent_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.402290560143356,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/coverage_routes_v1/ab_dependent_2000_dev_items.json,e8fec718e458f3fd6ee2a3ab67b32e76981eb9f47cc754b5d6783bf00598db08
ab_supported_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.12149187703375,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/coverage_routes_v1/ab_supported_4000_dev_items.json,8fb64f7abb912320aeaca6b95c97bd1a10666b18977aa31874e78dcfbe962ff0
ab_dependent_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.721743171581416,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/coverage_routes_v1/ab_dependent_4000_dev_items.json,baba9ea451764117846c8aad7e92aa8aee9d43fe321d9e536e27ec3427c90c8a
ac_copy_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.46250403947448,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_routes_v1/ac_copy_2000_dev_items.json,795845c58e46a9c63c6dd9517493c31af8e494d64a18ce5ccf0db0b24bf85813
ac_union_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,56.156977937895746,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_routes_v1/ac_union_2000_dev_items.json,3043c883b51e92ae7598db16e6e17e07111dd0efcf68a5c21943afabf35f7830
ac_replace_2000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.80196390910677,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_routes_v1/ac_replace_2000_dev_items.json,14485007abc559fb734ef8d462505a3cbf8c49ec8857d08b09fdb134e7603813
ac_copy_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,55.12149187703375,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_routes_v1/ac_copy_4000_dev_items.json,488477f09ba938612e324d5f8e299ded82825caf0d4d847cb61fd906c6cb9ef5
ac_union_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,57.23184051730963,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_routes_v1/ac_union_4000_dev_items.json,274ea712fc634a134ffeb05ebb609074adc19156a1f17cb1fa64ac8cb05c927b
ac_replace_4000,Qwen/Qwen3-8B,LoCoMo,historical_dev70,53.10910121624407,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/identity_routes_v1/ac_replace_4000_dev_items.json,ab1e6124a8c86d578b37746b109a87ac5a6a5eae3b449741bb175a49897fe49c
ad_read_1536,Qwen/Qwen3-8B,LoCoMo,historical_dev70,54.77011008788503,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/read_budget_v1/ad_read_1536_dev_items.json,02da1358feffeea69f568a72387ea8e93ad6b99ce8c0b391e3a03c88d44b3e50
ad_read_1024,Qwen/Qwen3-8B,LoCoMo,historical_dev70,50.17534010665177,70,completed_dev_comparison_audited,False,NA,NA,NA,not_recorded_in_available_historical_evidence,/workspace/locomo-refinement/runs/read_budget_v1/ad_read_1024_dev_items.json,ce55a9ce4d90f81500de57c9cf6aacdbe6ac2fe2ba451b95012db7b4c5ca3a41
