reader,id,conv_id,category,question,gold,prediction,official_f1,finish_reason,read_tokens,input_tokens,output_tokens,generation_cache_key
legacy,conv-43:22,conv-43,2,When did John meet with his teammates after returning from Chicago?,"August 15, 2023",15 August 2023,1.0,stop,2033,2146,9,8bb60b8c84b920d8ff23b9b787d30be8a8da0a911061ca85d6970bdbc5db073c
legacy,conv-43:25,conv-43,1,What similar sports collectible do Tim and John own?,signed basketball,basketball jerseys,0.5,stop,2028,2140,4,32cf4bd5c23e92a8ede17a66c8b03320068910b24eb6f8033fe57502d4bfe284
legacy,conv-43:32,conv-43,3,Which US states might Tim be in during September 2023 based on his plans of visiting Universal Studios?,California or Florida,Florida,0.5,stop,2046,2170,2,e4d9a76b79b1ea34b67053870259ce6177a3b90e9acb12c0683bc16d5dc1c7df
legacy,conv-43:34,conv-43,3,What could John do after his basketball career?,become a basketball coach since he likes giving back and leadership,"make a positive difference, inspire others, start a foundation, do charity work",0.0,stop,2048,2158,16,74fc352f5e2fc166951cb1c8fe887437531cb8186c73332ae6d413fba0e47dab
legacy,conv-43:35,conv-43,1,What outdoor activities does John enjoy?,"Hiking, surfing","hiking, camping",0.5,stop,2046,2154,5,77e1dbecb17f0aea1bff3e6a77ff98fe1ca61ebaf185e63770d5b61b611c408b
legacy,conv-43:40,conv-43,2,Has Tim been to North Carolina and/or Tennesee states in the US?,Yes,unknown,0.0,stop,2030,2147,2,503a7a8a67f4eec5939efdb78ca7ef35c460d6eb29360c5e851409337b6f9d25
legacy,conv-43:41,conv-43,1,What kind of fiction stories does Tim write?,Fantasy stories with plot twists,fantasy novels,0.2857142857142857,stop,2044,2154,4,104c5c018500ab966ff8f20704b5ced45d7177c15bc5989bd734c8242f0637a5
legacy,conv-43:47,conv-43,2,When did John get married at a greenhouse?,last week of September 2023,25 September 2023 to 1 October 2023,0.3333333333333333,stop,2033,2143,18,22628a2835eec4946d7fdf70041966970be5f8b73c26ac312b9e6c9d08c88795
legacy,conv-43:48,conv-43,1,When did John get an ankle injury in 2023?,"around November 16, 2023",unknown,0.0,stop,2033,2148,2,f6bbb7848fce5a11a485581fde7ea02b95cbf56ddcd69a4afab6d1bfcfa2f601
legacy,conv-43:50,conv-43,1,Which book was John reading during his recovery from an ankle injury?,The Alchemist,Dune,0.0,stop,2025,2139,3,12b04cdbd70ab6a3cdbac51f233e433672552659d22417de3b878909b047483e
legacy,conv-43:58,conv-43,2,When did John attend the Harry Potter trivia?,August 2023.,Last August,0.5,stop,2048,2158,3,97e004b0015c7d25f23f5f6da8d01204d5482cd5c0ef9e0c0ebd2374e58a78b0
legacy,conv-43:68,conv-43,2,What day did Tim get into his study abroad program?,"Januarty 5, 2024",Friday,0.0,stop,2040,2152,2,33b6942c30c949d4ec2181016972238ca2c891fc316991103a6f267a6a706f80
legacy,conv-43:73,conv-43,4,What challenge did John encounter during pre-season training?,fitting into the new team's style of play,Fitting into the new team's style of play,1.0,stop,2030,2141,11,7f8ff31d18382f590d8096e9ea01e099160f50ed64797a762b1876f182dbdcfb
legacy,conv-43:78,conv-43,4,What did John celebrate at a restaurant with teammates?,a tough win,their win,0.5,stop,2047,2158,3,d3f0da8b9f698cfac22176ede2781d6e36d674c8db708e08efc0e4f7d0df880d
legacy,conv-43:89,conv-43,4,What is John's number one goal in his basketball career?,Winning a championship,win a championship,1.0,stop,2046,2159,4,8b656fa51dee0bc45d16329e6ab173772beaee05e037a2198dd377c638f5caac
legacy,conv-43:94,conv-43,4,What is the main intention behind Tim wanting to attend the book conference?,to learn more about literature and create a stronger bond to it,to learn more about literature and create a stronger bond to it,1.0,stop,2027,2142,13,bf9abcbfc69209be0b514cbc41a0a715ec394de1e96debb874ecf1f9a9f801ef
legacy,conv-43:97,conv-43,4,"What special memory does ""Harry Potter and the Philosopher's Stone"" bring to Tim?",Watching it with his family,Watching it with his family,1.0,stop,2042,2161,6,1593795942e2bb422e44ee85ef1e91ae8e20e4841dc239c5279ef54fbaaaa6ec
legacy,conv-43:98,conv-43,4,Which movie does Tim mention they enjoy watching during Thanksgiving?,"""Home Alone""","Home Alone, Elf, The Santa Clause",0.5714285714285714,stop,2036,2148,9,da3675ac663f9b30ad514452386b20299399e5045b94b4f13e56b7bd14c2444b
legacy,conv-43:100,conv-43,4,How long did John and his high school basketball teammates play together?,Four years,four years,1.0,stop,2047,2161,3,9e3c13567f74d97b2bf395f74b135250751551e8301f6f2b55cdd842dd25ff82
legacy,conv-43:102,conv-43,4,"What did John say about NYC, enticing Tim to visit?","It's got so much to check out - the culture, food - you won't regret it.","It's a must-visit! It's got so much to check out - the culture, food - you won't regret it. It's an adventure you'll never forget!",0.7878787878787878,stop,2034,2147,37,04fd57dc4a4ed33639594158a95bd3b7be1521cd137c5c3c8be3e4f7b3d11db2
legacy,conv-43:104,conv-43,4,What spice did John add to the soup for flavor?,sage,sage,1.0,stop,2043,2155,3,843c369edd4cf3e3f75b166823b52a0b4f5f088d10f4c08dec1f5ea0444e1a2f
legacy,conv-43:105,conv-43,4,What is Tim excited to see at Universal Studios?,The Harry Potter stuff,Harry Potter stuff,1.0,stop,2043,2154,4,467a4e86568a0c9a5d512f50636f041dc7ea7ddff68227eef36e2fe42d59b6ae
legacy,conv-43:112,conv-43,4,What was the setting for John and his wife's first dance?,Cozy restaurant,a cozy restaurant,1.0,stop,2047,2161,4,79b5a614c6c105404531dcdf90672a78080f2a8246ab7ec0658dc12ddb83e716
legacy,conv-43:124,conv-43,4,Who is one of Tim's sources of inspiration for writing?,J.K. Rowling,J.K. Rowling,1.0,stop,2048,2161,5,f2d3f3764a6dd8647c75274e4204d5c0d09253c5fb5ad0265464fc967ffb339b
legacy,conv-43:128,conv-43,4,What type of meal does John often cook using a slow cooker?,honey garlic chicken with roasted veg,honey garlic chicken with roasted veg,1.0,stop,2037,2151,8,79eb2e0f90d65964539e4dfa2fd4e22413d5acc4c02acfd2a1db8cf9e62cdbf6
legacy,conv-43:130,conv-43,4,"What was Tim's huge writing issue last week,as mentioned on November 6, 2023?",He got stuck on a plot twist,got stuck on a plot twist,0.9090909090909091,stop,2030,2154,7,03d0c1af9d8b6167d1c6d87e2aa816e6b604714611dfbb06a9bfb2b69757e892
legacy,conv-43:133,conv-43,4,How did John describe the views during their road trip out on the European coastline?,Spectacular,spectacular,1.0,stop,2028,2145,3,dbbc69ef13228fa873adc1671637977a14f83f4a2839069db75414ba559acf1d
legacy,conv-43:143,conv-43,4,What is John trying out to improve his strength and flexibility after recovery from ankle injury?,yoga,yoga,1.0,stop,2047,2165,3,2558db87c8aa3da6de3e21fdad85668b6e5865be6b793a2064a8bc42c39bde49
legacy,conv-43:149,conv-43,4,"What book did Tim just finish reading on 8th December, 2023?","""A Dance with Dragons""",A Dance with Dragons,1.0,stop,2038,2158,5,29094da8708a523823da7d204511b3d33737c25911bcb77a7b17d0103c5bf16e
legacy,conv-43:154,conv-43,4,How did John feel about the atmosphere during the big game against the rival team?,electric and intense,electric,0.6666666666666666,stop,2047,2164,2,0aba27c066dd3e93e819e56653dd6a54700e85f4f57b441e1aab5122c21af8a0
legacy,conv-43:155,conv-43,4,How did John feel after being able to jog without pain?,It was a huge success.,relief,0.0,stop,2047,2160,3,fd56012b4113828699d1066ec536b875c01b2c2531bd7983000829e146b46957
legacy,conv-43:170,conv-43,4,What is the painting of Aragorn a reminder for John to be in everything he does?,be a leader,stay true and be a leader,0.6666666666666666,stop,2042,2161,7,16a233fd8f363c12170070b608abc05a9ba94451d2ea34c04dc5d67b44de62e2
legacy,conv-43:172,conv-43,4,Where will Tim be going for a semester abroad?,Ireland,Ireland,1.0,stop,2037,2148,3,e771da758f9e5ca762d411b88eef95614610be34c03489c6e89c6583e3ee3f8c
legacy,conv-44:0,conv-44,2,Which year did Audrey adopt the first three of her dogs?,2020,unknown,0.0,stop,2048,2161,2,93ceacf477a2a621bf07f66fc64a92c769219e84a0ad8943cf795be6ad901152
legacy,conv-44:4,conv-44,2,When did Audrey make muffins for herself?,The week of April 3rd to 9th,April 2023 (the preceding week),0.4,stop,2046,2156,12,544a87d3d263fde3f9add33a152aa21a7d57e6a0bdc90db2f84db2eb7fb05d94
legacy,conv-44:7,conv-44,2,How many years passed between Audrey adopting Pixie and her other three dogs?,three years,3,0.0,stop,2034,2150,2,45e72dd4e114cf4964420f1014d653ed06f6eb452e16b98d866e00cee12c0eec
legacy,conv-44:17,conv-44,1,How many times did Audrey and Andew plan to hike together?,three times,3,0.0,stop,2033,2147,2,df698969ad7661f0d1a920f41f5c773da5bb0a68921aec050f69f8399974962c
legacy,conv-44:20,conv-44,3,Which meat does Audrey prefer eating more than others?,chicken,Chicken,1.0,stop,2041,2152,2,81201049564eeb59a716f334c9fac185674af8f78a0594e72a075ec2a5a14fff
legacy,conv-44:22,conv-44,2,Where did Andrew go during the first weekend of August 2023?,camping with girlfriend,unknown,0.0,stop,2048,2165,2,8efa73d509aa25fd7db7085d97629b445996344a9c8d2c2bca35f5dc35e3af3d
legacy,conv-44:24,conv-44,1,Did Audrey and Andrew grow up with a pet dog?,Yes,unknown,0.0,stop,2039,2151,2,3d26526d31b40366892bf27a0633a7da499c30a64b50b140141557ab1b4d7664
legacy,conv-44:26,conv-44,1,What is the biggest stressor in Andrew's life besides not being able to hike frequently?,work,Work,1.0,stop,2044,2163,2,bcbd9b5cbeab473d0557a4a261ea5ae45d620a8c0e703c2d473e0ec6fcf8c839
legacy,conv-44:28,conv-44,1,What is something that Audrey often dresses up her dogs with?,Hats,party hats,0.6666666666666666,stop,2032,2145,3,c343c630154faf150cf8e7aeae337d70ac8cd5ca422fc9516b8020a08118f9d5
legacy,conv-44:41,conv-44,1,What are the breeds of Audrey's dogs?,Mongrel mixed with Lab for Pepper and Panda. Mongrel mixed with Chihuahua for Precious and Pixie.,"Jack Russell mixes, Chihuahua mixes",0.25,stop,2044,2154,9,7506dcbc475d02ef2870fac8f7ee5649abe8c1f171eb821ce6aa04b3007fbf73
legacy,conv-44:47,conv-44,2,How many months passed between Andrew adopting Buddy and Scout,one month,3,0.0,stop,2040,2151,2,d47bfcd055c15649cccb81059f79ef4955f12352621f629e2824ae7d54d17683
legacy,conv-44:51,conv-44,1,What items has Audrey bought or made for her dogs?,"dog tags, toys, dog beds, collars","toys, personalized wooden keychain tags, new beds, party hats",0.4583333333333333,stop,2048,2160,15,e5ce61589bcd6b2edd87b9541e401b603235c656eb1c2eff77fc71243d76cd57
legacy,conv-44:64,conv-44,4,What kind of flowers does Audrey have a tattoo of?,sunflowers,sunflowers,1.0,stop,2034,2146,3,fad11e91db372d11bf5d11a9bb74c7396684a8ebada670d078ce940949ab52a1
legacy,conv-44:72,conv-44,4,Why did Audrey think positive reinforcement training is important for pets?,To have pets learn how to behave in a positive way,She believes punishment is never the proper way for pets and doesn't want to hurt them.,0.25,stop,2027,2140,19,b90c68a9865c04a9942a3942d666bab7978749d05a8b6ce50b9a307fcdd669b7
legacy,conv-44:80,conv-44,4,"What dish is one of Audrey's favorite dishes that includes garlic and is shared with Andrew on 3 July, 2023?",Roasted Chicken,Roasted Chicken,1.0,stop,2037,2166,4,9eda20c658acae86a6c50100a3c720cf54d591dc0185ae4f3fb05c8261a0414e
legacy,conv-44:84,conv-44,4,What are some of the personalities of Audrey's four fur babies?,"oldest is relaxed, second is playful, third can be naughty but loves cuddles, youngest is full of life","The oldest one is the most relaxed, the second one is always ready for a game, the third one can be naughty but loves a good cuddle, and the youngest one is full of life and always up for an adventure.",0.6938775510204082,stop,2033,2147,47,5dc45fd8d11c7c4b942f1be36587f99c474684ddc1b997c46b502a8eabb28497
legacy,conv-44:88,conv-44,4,What advice did Audrey give to Andrew regarding grooming Toby?,"Grooming slowly and gently, paying attention to sensitive areas like ears and paws. And remember to stay patient and positive throughout the grooming process.","Groom slowly and gently, pay attention to sensitive areas like ears and paws, and stay patient and positive throughout the process.",0.9142857142857143,stop,2039,2151,27,65b8c1660276cfedbf37a8bb583fa6a1bd9e94e6d6040c4416f6330858ceb845
legacy,conv-44:90,conv-44,4,What did Audrey organize with the neighbors' dogs?,a doggy playdate,doggy playdate,1.0,stop,2032,2143,5,3af71637a3230b3184427c99a8165b3508c28e8c8f083ede5cc292280f606d12
legacy,conv-44:92,conv-44,4,How does Audrey describe the new beds for her dogs?,Super cozy and comfy,Super cozy and comfy,1.0,stop,2041,2153,5,4595b9e29d173bfd54f4512c0185a98b7b2d503f66d311975741d32c83f6229d
legacy,conv-44:97,conv-44,4,What did Andrew suggest as a way to reduce carbon footprint?,biking or using public transport,biking or using public transport,1.0,stop,2030,2143,7,979af65679db2882b0b48c36a021cd4b9940980285fe99fe6ff64c7fa764096a
legacy,conv-44:99,conv-44,4,"What did Audrey do with her pups over the weekend before 4th October, 2023?",Took them to the beach,took her dogs to the beach,0.6666666666666666,stop,2041,2164,7,9f7c8bd9650981fd7f8d3d8b3cf041b58701b3d643c3ac1f7cb0c8f6baad9f81
legacy,conv-44:100,conv-44,4,What was the reason Audrey couldn't walk her dogs for a period of time?,Knee injury,knee injury,1.0,stop,2047,2164,4,8ca1c4ea5c9bd23f25a3029e792ea190b71d4fed7b366602c1a57ce92b056895
legacy,conv-44:105,conv-44,4,What type of games do Audrey's dogs like to play at the park?,Fetch and Frisbee,"Fetch, Frisbee",1.0,stop,2042,2158,6,65e9485af1d0c08fa0e0b036687ab2e80a3d6b6b9ca27feb6ad0bfce080ebdc8
legacy,conv-44:109,conv-44,4,What kind of experiences are Audrey's dogs the best companions for?,Exploring the great outdoors,"adventures, exploring new places, socializing, getting exercise, playing, hiking, puzzles, training, hide-and-seek",0.13333333333333333,stop,2046,2160,27,2a3a60daaa96dd296f95eb7e98a292c6e03273698b0d1ff1f78d14fa22973736
legacy,conv-47:3,conv-47,1,Do both James and John have pets?,No,No,1.0,stop,2047,2156,2,13ac825b8c73f68dc7a24b896884ef3f18605608bf3cb215ac96fe01a0e5450d
legacy,conv-47:4,conv-47,2,When did John resume playing drums in his adulthood?,February 2022,unknown,0.0,stop,2045,2156,2,3d7c322771e8b3df16964593aa3d7ec9d7c69c133caa7aa0bd68a0b21609f702
legacy,conv-47:10,conv-47,2,When did James adopt Ned?,first week of April 2022,April 2022,0.5714285714285714,stop,2044,2151,7,edcc1f4750ecd1bff19c70cd748ba52a73482cb782ba22e9828e86d775b5a840
legacy,conv-47:16,conv-47,3,What is the game with different colored cards that was John talking about with James?,UNO,unknown,0.0,stop,2042,2159,2,57d1ffd0e495fe3e8461ac6f432fda69b654567c0e6cacc0a87116604b870b8a
legacy,conv-47:20,conv-47,1,How many charity tournaments has John organized till date?,two,1,0.0,stop,2026,2137,2,f38af939fc4ad970a5bfcb024dbe2f5132726b4f43c05785efa5b34572618840
legacy,conv-47:25,conv-47,3,Are John and James fans of the same football team?,"No, James is a Liverpool fan and John is a Manchester City fan.",No,0.18181818181818182,stop,2031,2143,2,32f40f0ff691757158b6825a3e2d731b42f008a14bfa2095cd94585a5726ca73
legacy,conv-47:26,conv-47,1,Which countries has James visited?,"Italy, Mexico, Turkey, Canada, Greenland","Italy, Turkey, Mexico, Japan, Nuuk",0.6,stop,2048,2155,11,147ac44ec89fc4c21960293b9d3c0edabedf9b208c7e3a9a3526228332622488
legacy,conv-47:33,conv-47,3,Did John and James study together?,Yes,unknown,0.0,stop,2043,2151,2,58c0874e5b94ab6771b01d42337e56a2742f735cb520df7878f078cc15468d0f
legacy,conv-47:34,conv-47,1,Which countries did James visit in July 2022?,"Canada, Greenland",Nuuk,0.0,stop,2048,2162,3,f46f2e393e5ee6d053142b70661f3fda2b807ffdc636130dc6c446ed941958b7
legacy,conv-47:41,conv-47,2,When did James meet Samantha?,"August 9, 2022",10 August 2022,0.6666666666666666,stop,2029,2136,9,6a8f12526b09905abe3a31b77d1ac6db57acf2136a5f8c58fc61c018bf833062
legacy,conv-47:42,conv-47,2,When did James take his 3 dogs to the beach?,"August 9, 2022",9 August 2022,1.0,stop,2036,2149,8,26b98bb3d5cb0292d4c8ae82144a722f97d1fd78b3dca07d5f1a00ca1d03252b
legacy,conv-47:48,conv-47,2,"When did James, Samantha and John go to the baseball game together?","September 11, 2022",unknown,0.0,stop,2033,2148,2,3367aca899693c29dea033ee39ff6f9be36e08aa11f0319ff7e8b09483ee1e70
legacy,conv-47:50,conv-47,2,When did James start taking cooking classes?,"September 2, 2022",2 September 2022,1.0,stop,2046,2155,8,5260006600802b659955cf163f676e45ffdee2b4eca0ec7d9104320da708630f
legacy,conv-47:53,conv-47,2,How long did it take for James to complete his Witcher-inspired game?,six months,unknown,0.0,stop,2029,2145,2,cfcd7a6eadbc25a146ce5573070e1e32c0d3a53df73218ce00b3b74fce32707e
legacy,conv-47:72,conv-47,4,"What instrument is John learning to play as of 27 March, 2022?",Drums,drums,1.0,stop,2026,2147,3,1d6329c1661cc2531e2b264d961bfd86e64a217df43e5168586c16ad0abbd413
legacy,conv-47:76,conv-47,4,How does James communicate with his gaming team?,voice chat,voice chat,1.0,stop,2047,2157,3,5b6766965cc943067cb662d71b8b21942fbb53fecf27cddc933299657cda138f
legacy,conv-47:78,conv-47,4,What did James adopt in April 2022?,a pup,a pup,1.0,stop,2047,2160,3,35084b22ab27be7afd461ae3c9018424ef4749a1543dcee21b91f2f21108b809
legacy,conv-47:81,conv-47,4,What inspired James to create the game character in the virtual world?,Appearance of a woman he saw during a walk,a walk with his dogs approximately 6 April 2022,0.13333333333333333,stop,2046,2160,15,90ca06649b434099bf8a8673a88ff0104b5569783e9f8aaa1095ce5073cdf591
legacy,conv-47:83,conv-47,4,What impresses John about Japan?,Technologically advanced megacities and tasty street food,"megacities, technologically advanced screens, huge screens on the buildings, tasty street food",0.7058823529411765,stop,2046,2154,19,2cfe4fad9931d38ceefed0df4d704a42c62086c851a7dbbbecc97339b8c88930
legacy,conv-47:84,conv-47,4,What kind of assignment was giving John a hard time at work?,Coding assignment,coding,0.6666666666666666,stop,2033,2147,2,af484782a1cde8115fecbb28c6df48f551821c1635314c1bc5e3957d199e1063
legacy,conv-47:87,conv-47,4,What type of pizza is John's favorite?,Hawaiian,Hawaiian,1.0,stop,2039,2149,4,77c645bc35e4b1728a8084b49105cc9c89a3d3b263869058302d993bc974f5a5
legacy,conv-47:88,conv-47,4,"What did John organize with his friends on May 8, 2022?",A tournament for CS:GO,CS:GO tournament,0.8,stop,2047,2166,5,08c5bb589d385c39c191266ceb4092a2bc3d5d52ed2ce463183efdf4db05b9d5
legacy,conv-47:89,conv-47,4,What did John and his friends do with the remaining money after helping the dog shelter?,Bought groceries and cooked food for the homeless,They used it to buy groceries and cook food for the homeless.,0.625,stop,2030,2148,14,7a5ae8007f38df6568214d5dc7ad37c4487bdf3f5a329dc7e8b6c906726dcf64
legacy,conv-47:104,conv-47,4,Where did James plan to visit after Toronto?,Vancouver,Vancouver,1.0,stop,2046,2156,3,ae874dc3d2adcfcaf7097ebc6b2fa8163e9a67813264be5b1ac78ae1468f7a9f
legacy,conv-47:110,conv-47,4,What game genre did John start exploring instead of shooters?,strategy and RPG games,strategy and RPG games,1.0,stop,2040,2152,5,c1c9363395dc24c5f7ccccaf61542b7cd11a3737ff1402142148bab6977c1d54
legacy,conv-47:124,conv-47,4,Why did James sign up for a cooking class?,He wanted to learn something new,to learn something new,0.8,stop,2047,2158,5,09c6a255974b5d1c07aa06fcbdca731c880c7bbaf9349a2bbdb9c98a8b0af99d
legacy,conv-47:133,conv-47,4,What type of game is John's upcoming mobile game?,2D adventure,2D adventure game,0.8,stop,2029,2141,5,efdcba2093b5f88552d2d65c46b84acad1face24ab5fd98f14153abbb2e6b4a8
legacy,conv-47:137,conv-47,4,What kind of games is James excited to play with his new video card?,RPGs,RPGs,1.0,stop,2036,2152,4,c04d3bc78f2f82c93805d76143e7fc95122bb3a4e3d50bf5fbc4a2a6fd948e18
legacy,conv-47:140,conv-47,4,What did James lose progress on due to a power outage?,a game,the game,1.0,stop,2045,2158,3,c1c3748502f9919a679afc3fb34d78fd231fa809831aec596a949062f9f7666e
legacy,conv-47:142,conv-47,4,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?",To raise money for a children's hospital,raising money for a children's hospital,0.9090909090909091,stop,2044,2168,8,7ef64d8daa491c17ff242a8797f4a4d38237bc5249bce193255ceb5c65740c71
legacy,conv-48:2,conv-48,2,When did Deborah`s mother pass away?,a few years before 2023,a few years ago,0.5714285714285714,stop,2031,2140,5,3141b462d512a7d3bcaf6a13bf39c2b0ce43bbbcea321fc2b656b0845cacb60c
legacy,conv-48:4,conv-48,2,When did Jolene's mom gift her a pendant?,in 2010,2010,0.6666666666666666,stop,2028,2141,5,cc00679c44a46d9b64bb5a9d8b0adf867e36195f80e5d40273a650b3f99533b7
legacy,conv-48:14,conv-48,1,What were Deborah's mother's hobbies?,"reading, traveling, art, cooking","reading books, travel, flowers, cooking, art",0.9166666666666666,stop,2036,2145,11,9b31e5774f209641a984998074b945a76c769b1852a32f3d6abaccc84fdad759
legacy,conv-48:19,conv-48,1,How many times has Jolene been to France?,two times,unknown,0.0,stop,2031,2143,2,430eefedb475bff1ecc751df1504fce46efc25f2720eff8718e1a825284725bb
legacy,conv-48:25,conv-48,4,What are Jolene's favorite books?,"Sapiens, Avalanche by Neal Stephenson","""Sapiens""",0.3333333333333333,stop,2035,2145,5,76fb0427db36c62e25f9918acf2db4cc9a8f6590f1097707261bf2d3ad62dc6b
legacy,conv-48:26,conv-48,2,Which book did Jolene read in January 2023?,Avalanche by Neal Stephenson,Avalanche,0.4,stop,2039,2155,4,40a0db92439cbe43408662d856884e7d70e87762f8c8fb85782551e5b4810bf2
legacy,conv-48:29,conv-48,2,When did Jolene have a mini-retreat to reflect on her career?,"Wednesday before 9 February, 2023",Wednesday prior to 9 February 2023,0.7272727272727273,stop,2038,2155,12,ac00b93d6329728121278ff3ce67ab42ca26495d3d1de351de111c9eddd37710
legacy,conv-48:36,conv-48,3,How old is Jolene?,likely no more than 30; since she's in school,unknown,0.0,stop,2046,2154,2,a246c6c9e469d5c69b0de94b4556711acd2840f26c4d3bd7b0699ffc81ecdcc5
legacy,conv-48:40,conv-48,3,Does Deborah live close to the beach or the mountains?,beach,Unknown,0.0,stop,2042,2154,2,0e309317b8fce113cd4b228ac42ca4f6311c7b415bf9f0f4b757f06309431c97
legacy,conv-48:44,conv-48,2,When did Deborah go to an art show with Anna?,"on 9 April, 2023",unknown,0.0,stop,2047,2159,2,bbbb844dd6ffafe08d145f819ae38702bef05e2a29b24f1d9d14623e60e08a03
legacy,conv-48:45,conv-48,2,When did Jolene finish her robotics project?,May 2023,unknown,0.0,stop,2027,2138,2,f2dc7c4ba5c759af545be8300d3c24ba0cf4930b5f1e85e3ae96a37715176acc
legacy,conv-48:56,conv-48,2,When did Deborah lead a meditation session during the sunset?,"week before 16 August, 2023",16 August 2023,0.75,stop,2047,2159,9,d307cdfb86592aec4a95df8940ad6f9679ff6e2976140aec076925483ff920ea
legacy,conv-48:67,conv-48,4,What was Jolene doing with her partner in Rio de Janeiro?,"they went on excursions, checked out some cool yoga classes, visited a lot of delicious cafes, visited an old temple",yoga classes,0.2,stop,2024,2139,4,fb4c225175b37dbfcb7062b062f30b97d045ffae692b58fae76ffdb475dd4243
legacy,conv-48:73,conv-48,1,Did Jolene teach herself how to play the console?,yes,Yes,1.0,stop,2030,2143,2,e67aa2991b9a107217e09a3f5c8a3be08433c8d70005149510d0c9391d862b92
legacy,conv-48:74,conv-48,4,What do Deborah and Jolene plan to try when they meet in a new cafe?,coffee and fresh pastries,fresh pastries,0.8,stop,2048,2167,4,efc9d710bd5b51b80abb46cb61ffb2d8b6b708b802fd8c0bc77660fce341b35e
legacy,conv-48:76,conv-48,2,When did Jolene and her partner try scuba diving lessons?,"Friday before 17 September, 2023",16 September 2023,0.5,stop,2031,2146,9,755fea196933d010a2fd18bd1a1f1f2f03c451e728649e9b61d9f485c5245321
legacy,conv-48:87,conv-48,1,Which countries has Deborah traveled to?,"Thailand, Brazil","Bali, Rio de Janeiro, Phuket",0.0,stop,2046,2154,9,2489b00a4251c585cd9a553c485be1796a876a580da5d4e178f0569e44270783
legacy,conv-48:91,conv-48,4,What music pieces does Deborah listen to during her yoga practice?,"Savana, Sleep","""Savana"", ""Sleep""",1.0,stop,2035,2148,7,92e9a2b3e59691608266e672ded8e0b940bad526f78f3ee174cfdd1b19a8053b
legacy,conv-48:100,conv-48,4,"What project did Jolene finish last week before 23 January, 2023?",an electrical engineering project,electrical engineering project,1.0,stop,2040,2162,5,2fe3d0f1b9713171809b6661703c50bf66f3d6c250b070bde17d6c4d356c1eb2
legacy,conv-48:103,conv-48,4,Where did Deborah meet her new neighbor Anna?,yoga in the park,yoga in the park,1.0,stop,2041,2151,6,6ff97657febdf5056d0d8d72b4a6af424915f030ec56ecb9044e8c0d1b9f83a6
legacy,conv-48:123,conv-48,4,What did Jolene and Anna discuss while watching the sunset by the sea?,They realized they inspire each other,They inspire each other,0.8,stop,2041,2158,5,3402a82d7464e085df6a1f161f6d78fd1f81d0631f8f10bc1e42110aad429608
legacy,conv-48:125,conv-48,4,What did Deborah buy to enhance her yoga practice besides the props?,candle,a candle,1.0,stop,2025,2139,3,db9f7bd2f306c9fda3355dd622d290c2e7e0b76bb477a2dc6c0070f04c5aaf11
legacy,conv-48:130,conv-48,4,What does Deborah find comforting about going to art shows?,It makes her feel like she's still experiencing it with her mom,It's like her mom is still experiencing it together with her even though she's gone.,0.7407407407407407,stop,2042,2154,19,8328ec5ac9967a459fc1cd159fcd8fc54ca1937309a69dd1435a3935332c2d55
legacy,conv-48:131,conv-48,4,How does Jolene describe the time spent with her snakes and partner?,Valuable and relaxing,"valuable, teaches me to take time and be in tune with myself, brings us closer together",0.11764705882352941,stop,2037,2153,20,48191f39dabcd54a26d79feb808c9d6f46f7eb51747128caaae752ecd7c5b1b6
legacy,conv-48:143,conv-48,4,Why does Deborah take her cats out for a run in the park every day?,Exercise and nature are important to her,Exercise and nature are really important to her.,0.9230769230769231,stop,2047,2164,10,c1046a3a1721b84185b8bbc088b1575649d5bc189f7bfb4be6f26d63577a06c9
legacy,conv-48:152,conv-48,4,What is special about the bench at the park near Deborah's house?,It holds special memories of conversations with her mom,"It holds special memories for Deborah and her mom, where they used to chat about dreams and life.",0.48,stop,2043,2158,21,d5a795ebc5db66d9c934712dd934b16a377ab35e577fa4da501e260ddd674b1d
legacy,conv-48:155,conv-48,4,What habits does Jolene practice to feel balanced?,"yoga, meditation, walks, and mindfulness","yoga, meditation",0.6666666666666666,stop,2041,2153,5,fd4ce94d32ff6424092ab49a487461c0e688d48fa2e07c9a4baadd349f4ed72e
legacy,conv-48:156,conv-48,4,Which yoga pose is Jolene a fan of for rest and calmness?,savasana (the corpse pose),savasana,0.5,stop,2032,2149,4,95d9a97195d08be57117cea9c988be7aa6272b2d0d0fcbe7a84bd5c89ee9cb8d
legacy,conv-48:158,conv-48,4,What did Jolene participate in recently that provided her with a rewarding experience?,presenting at a virtual conference,virtual conference,0.6666666666666666,stop,2036,2153,3,953c9308c69affca58a23bc6c8b57ec1e238ece0f9fb3f6c79905d21e27bddd3
legacy,conv-48:165,conv-48,4,"What type of classes did Jolene and her partner check out during their trip to Rio de Janeiro on 30 August, 2023?",Yoga classes,yoga,0.6666666666666666,stop,2048,2181,3,1c9f98df10782a9292ee959c600a4236b968394c2e559509a1314652a17d1b7d
legacy,conv-48:166,conv-48,4,What type of place does Jolene visit to meditate?,A tranquil spot by a pond,a nearby tranquil spot,0.5714285714285714,stop,2047,2161,5,a1b2fd355736184764e7836c1505471266aec273b8aff722afc0625b55f86c78
